"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"11",10.22,10.22,9.32,9.74,11.29,10.74,12.48,10.74,11.87,12.79,14.38,15.03,17.81,19.19,16.3,16.3,17.52,21.4,22.69,25.27,28.44,30.79,32.22,35.47,38.8,41.39,44.09,60.43,69.06,71.48,79.4,82.32,97.48,110.08,120.71,135.05,140.19,141.83,160.34,164.06,164.06,162.95,165.03,165.87,162.95,160.34,157.25,167.12,166.57,167.91,167.88,167.36,164.56,154.33,163.5,160.97,143.5,157.9,154.33,127.7,113.15,121.98,92.18,103.98,91.32,90.25,75.9,62.8,45.98,41.93,37.48,33.23,29.05,26.18,21.09,21.71,21.91,20.87,21.71,19.7,19.95,21.3,21.51,21.3,22.9,23.1,21.91,21.51,19.95,18.1,17.22,20.41,24.3,27.99,31.17,34.8,36.83,40.08,43.27,46.31,43.42,40.63,37.69,34.56,31.84,28.64,25.8,22.88,19.71,19.58,19.44,18.73,17.63,18.44,19.16,18.44,19.16,18.31,19.3,20.08,19.71,20.19,20.08,19.16,19.16,20.19,23.91,26.98,30.64,34.44,38.12,42.33,48.73,49.05,49.08,48.48,51.88,49.59,50.23,48.73,51.18,50.31,54.86,53.96,57.08,64.21,58.07,41.5,35.88,38.8,38.8,42.19,59.06,64.93,57.23,67,59.06,67,53.74,47.5,55.46,47.5,57.23,47.5,48.97,47.5,46.08,48.97,46.08,45.11,50.43,49.19,47.23,54.59,57.26,51.83,48.37,45.46,44.76,47.58,44.81,40.77,36.78,32.53,28.45,24.91,20.79,16.66,12.51,8.24,9.98,8,8.47,8.35,10.47,10.22,10.47,8.35,8.35,8,8.17,8.17,7.93,7.93,8.61,8.24,11.02,12.6,15.83,17.92,21.47,23.44,25.02,28.07,30.06,31.97,34.81,37.76,39.98,41.43,43.54,46.09,44.14,42.51,40.91,39.05,37.38,35.97,33.91,32.53,30.4,28.64,25.81,23.37,21.41,20.28,19.71,19.16,19.3,18.87,19.3,20.19,19.3,19.3,19.16,17.82,18.31,19.96,20.29,20.29,20.77,20.78,20.76,20.48,20.73,20.78,20.54,20.47,20.29,19.71,21.92,23.36,24.79,27.14,28.88,30.85,32.36,34.1,35.21,37.32,38.79,40.66,42.41,44.27,44.74,41.4,38.3,34.4,31.75,28.55,25.81,21.88,18.79,16.62,12.17,11.01,11.29,10.74,13.74,13.42,14.71,13.42,13.42,13.42,15.35,18.1,16.3,14.71,16.92,18.38
"12",10.47,10.47,9.52,9.98,11.58,11.01,12.79,11.01,12.17,13.1,14.71,15.35,18.1,19.45,16.61,16.61,17.81,21.65,22.94,25.5,28.63,30.96,32.38,35.61,38.89,41.46,44.13,60.74,69.52,72.23,80.34,83.51,98.71,111.3,121.95,135.99,141.54,143.69,161.71,165.03,165.03,164.06,165.87,166.57,164.06,161.71,158.85,167.53,167.12,167.88,167.7,166.88,163.5,152.38,162.3,159.5,141.04,156.18,152.38,124.86,110.17,119.06,89.58,101.8,89.47,88.85,74.79,62.05,46.01,41.99,37.58,33.36,29.21,26.35,21.3,21.91,22.11,21.09,21.91,19.95,20.19,21.51,21.71,21.51,23.1,23.31,22.11,21.71,20.19,18.38,17.52,20.68,24.53,28.18,31.33,34.92,36.94,40.16,43.32,46.32,43.44,40.64,37.73,34.62,31.9,28.72,25.9,22.99,19.84,19.71,19.58,18.87,17.72,18.58,19.3,18.58,19.3,18.44,19.44,20.19,19.84,20.29,20.19,19.3,19.3,20.29,24,27.08,30.73,34.51,38.17,42.36,48.88,49.3,49.41,48.87,52.49,50.2,50.95,49.48,52.11,51.29,56.09,55.25,58.56,65.99,59.76,42.62,36.8,39.88,39.88,43.43,60.96,67,59.06,69.13,60.96,69.13,55.46,48.97,57.23,48.97,59.06,48.97,50.5,48.97,47.5,50.5,47.5,46.37,51.79,50.39,48.23,55.76,58.4,52.67,48.96,45.8,44.93,47.78,44.83,40.8,36.83,32.56,28.49,25.02,20.91,16.79,12.64,8.35,10.22,8.07,8.61,8.47,10.74,10.47,10.74,8.47,8.47,8.07,8.09,8.09,7.96,7.96,8.77,8.35,11.18,12.65,15.99,18.06,21.67,23.62,25.15,28.22,30.2,32.09,34.93,37.87,40.08,41.5,43.6,46.11,44.17,42.55,40.95,39.1,37.43,36.01,33.98,32.57,30.47,28.72,25.91,23.45,21.49,20.42,19.84,19.3,19.44,19.02,19.44,20.29,19.44,19.44,19.3,17.93,18.44,20.08,20.38,20.38,20.78,20.76,20.73,20.39,20.68,20.76,20.61,20.54,20.38,19.84,22.02,23.47,24.9,27.22,28.95,30.89,32.42,34.15,35.28,37.38,38.85,40.7,42.44,44.29,44.74,41.45,38.39,34.49,31.89,28.72,26.02,22.1,19.04,16.91,12.48,11.29,11.58,11.01,14.06,13.74,15.03,13.74,13.74,13.74,15.67,18.38,16.61,15.03,17.22,18.66
"13",10.74,10.74,9.74,10.22,11.87,11.29,13.1,11.29,12.48,13.42,15.03,15.67,18.38,19.7,16.92,16.92,18.1,21.88,23.18,25.71,28.82,31.13,32.55,35.74,38.98,41.53,44.17,61.05,69.97,72.97,81.26,84.68,99.9,112.46,123.12,136.84,142.79,145.46,162.95,165.87,165.87,165.03,166.57,167.12,165.03,162.95,160.34,167.8,167.53,167.7,167.36,166.26,162.3,150.31,160.97,157.9,138.51,154.33,150.31,121.98,107.18,116.12,86.99,99.59,87.61,87.43,73.68,61.31,46.05,42.05,37.68,33.49,29.37,26.52,21.51,22.11,22.31,21.3,22.11,20.19,20.42,21.71,21.91,21.71,23.31,23.51,22.31,21.91,20.42,18.66,17.81,20.94,24.75,28.36,31.49,35.03,37.05,40.24,43.38,46.33,43.45,40.65,37.75,34.68,31.95,28.8,25.98,23.08,19.96,19.84,19.71,19.02,17.82,18.73,19.44,18.73,19.44,18.58,19.58,20.29,19.96,20.38,20.29,19.44,19.44,20.38,24.08,27.18,30.81,34.58,38.22,42.39,49.02,49.55,49.76,49.28,53.12,50.83,51.7,50.25,53.07,52.31,57.36,56.59,60.09,67.82,61.5,43.79,37.78,41.01,41.01,44.73,62.91,69.13,60.96,71.32,62.91,71.32,57.23,50.5,59.06,50.5,60.96,50.5,52.09,50.5,48.97,52.09,48.97,47.68,53.2,51.63,49.27,56.96,59.56,53.54,49.57,46.15,45.11,48,44.85,40.84,36.88,32.6,28.54,25.14,21.04,16.92,12.78,8.47,10.47,8.14,8.77,8.61,11.01,10.74,11.01,8.61,8.61,8.14,8.02,8.02,8,8,8.94,8.47,11.36,12.72,16.16,18.21,21.87,23.8,25.3,28.39,30.34,32.21,35.05,37.98,40.17,41.58,43.66,46.13,44.19,42.58,40.99,39.15,37.48,36.04,34.04,32.61,30.55,28.8,26.02,23.54,21.58,20.55,19.96,19.44,19.58,19.16,19.58,20.38,19.58,19.58,19.44,18.05,18.58,20.19,20.47,20.47,20.79,20.73,20.68,20.28,20.63,20.73,20.66,20.61,20.47,19.96,22.11,23.57,25.01,27.29,29.02,30.93,32.48,34.2,35.35,37.43,38.9,40.75,42.48,44.32,44.74,41.49,38.47,34.58,32.03,28.89,26.22,22.33,19.3,17.21,12.79,11.58,11.87,11.29,14.38,14.06,15.35,14.06,14.06,14.06,15.99,18.66,16.92,15.35,17.52,18.93
"14",11.01,11.01,9.98,10.47,12.17,11.58,13.42,11.58,12.79,13.74,15.35,15.99,18.66,19.95,17.22,17.22,18.38,22.11,23.41,25.93,29,31.29,32.71,35.86,39.07,41.6,44.21,61.35,70.41,73.7,82.15,85.84,101.04,113.56,124.22,137.58,143.93,147.14,164.06,166.57,166.57,165.87,167.12,167.53,165.87,164.06,161.71,167.91,167.8,167.36,166.88,165.48,160.97,148.13,159.5,156.18,135.9,152.38,148.13,119.06,104.18,113.15,84.43,97.36,85.74,85.99,72.56,60.57,46.08,42.11,37.77,33.61,29.52,26.69,21.71,22.31,22.51,21.51,22.31,20.42,20.65,21.91,22.11,21.91,23.51,23.73,22.51,22.11,20.65,18.93,18.1,21.2,24.97,28.54,31.64,35.14,37.16,40.32,43.43,46.33,43.47,40.66,37.78,34.73,32,28.88,26.06,23.18,20.08,19.96,19.84,19.16,17.93,18.87,19.58,18.87,19.58,18.73,19.71,20.38,20.08,20.47,20.38,19.58,19.58,20.47,24.16,27.28,30.9,34.65,38.27,42.43,49.18,49.81,50.12,49.7,53.77,51.49,52.47,51.06,54.07,53.37,58.68,57.96,61.66,69.69,63.29,45.02,38.8,42.19,42.19,46.08,64.93,71.32,62.91,73.56,64.93,73.56,59.06,52.09,60.96,52.09,62.91,52.09,53.74,52.09,50.5,53.74,50.5,49.04,54.66,52.92,50.35,58.21,60.76,54.44,50.21,46.52,45.3,48.22,44.87,40.87,36.94,32.6,28.54,25.26,21.18,17.07,12.93,8.61,10.74,8.24,8.94,8.77,11.29,11.01,11.29,8.77,8.77,8.24,7.97,7.97,8.07,8.07,9.12,8.61,11.54,12.81,16.35,18.38,22.08,23.99,25.45,28.55,30.49,32.33,35.17,38.09,40.26,41.65,43.72,46.15,44.21,42.62,41.02,39.19,37.53,36.07,34.1,32.64,30.62,28.88,26.13,23.64,21.67,20.69,20.08,19.58,19.71,19.3,19.71,20.47,19.71,19.71,19.58,18.18,18.73,20.29,20.54,20.54,20.78,20.68,20.63,20.17,20.56,20.68,20.71,20.66,20.54,20.08,22.19,23.66,25.12,27.36,29.08,30.96,32.53,34.25,35.42,37.48,38.95,40.79,42.51,44.35,44.75,41.55,38.56,34.68,32.18,29.07,26.43,22.56,19.56,17.5,13.1,11.87,12.17,11.58,14.71,14.38,15.67,14.38,14.38,14.38,16.3,18.93,17.22,15.67,17.81,19.19
"15",11.29,11.29,10.22,10.74,12.48,11.87,13.74,11.87,13.1,14.06,15.67,16.3,18.93,20.19,17.52,17.52,18.66,22.34,23.65,26.14,29.17,31.45,32.87,35.99,39.16,41.66,44.26,61.65,70.82,74.42,83.03,86.97,102.15,114.59,125.23,138.22,144.98,148.72,165.03,167.12,167.12,166.57,167.53,167.8,166.57,165.03,162.95,167.88,167.91,166.88,166.26,164.56,159.5,145.86,157.9,154.33,133.23,150.31,145.86,116.12,101.19,110.17,81.89,95.13,83.86,84.53,71.44,59.84,46.12,42.17,37.86,33.74,29.67,26.85,21.91,22.51,22.71,21.71,22.51,20.65,20.87,22.11,22.31,22.11,23.73,23.95,22.71,22.31,20.87,19.19,18.38,21.46,25.18,28.71,31.78,35.25,37.27,40.4,43.48,46.34,43.48,40.67,37.8,34.78,32.04,28.95,26.14,23.26,20.19,20.08,19.96,19.3,18.05,19.02,19.71,19.02,19.71,18.87,19.84,20.47,20.19,20.54,20.47,19.71,19.71,20.54,24.22,27.38,30.99,34.72,38.33,42.46,49.34,50.09,50.49,50.14,54.44,52.17,53.28,51.9,55.1,54.46,60.03,59.38,63.28,71.61,65.14,46.3,39.88,43.43,43.43,47.5,67,73.56,64.93,75.85,67,75.85,60.96,53.74,62.91,53.74,64.93,53.74,55.46,53.74,52.09,55.46,52.09,50.46,56.18,54.26,51.48,59.48,61.99,55.36,50.87,46.91,45.5,48.46,44.89,40.92,37,32.65,28.6,25.4,21.33,17.23,13.09,8.77,11.01,8.24,9.12,8.94,11.58,11.29,11.58,8.94,8.94,8.24,7.93,7.93,8.14,8.14,9.32,8.77,11.74,12.81,16.54,18.55,22.3,24.18,25.6,28.72,30.64,32.46,35.3,38.2,40.35,41.73,43.77,46.16,44.24,42.65,41.06,39.24,37.58,36.09,34.15,32.67,30.69,28.95,26.25,23.74,21.78,20.82,20.19,19.71,19.84,19.44,19.84,20.54,19.84,19.84,19.71,18.31,18.87,20.38,20.61,20.61,20.76,20.63,20.56,20.04,20.48,20.63,20.75,20.71,20.61,20.19,22.26,23.75,25.22,27.41,29.13,30.98,32.57,34.29,35.49,37.53,39,40.83,42.55,44.37,44.76,41.6,38.65,34.79,32.32,29.24,26.64,22.79,19.82,17.79,13.42,12.17,12.48,11.87,15.03,14.71,15.99,14.71,14.71,14.71,16.61,19.19,17.52,15.99,18.1,19.45
"16",11.58,11.58,10.47,11.01,12.79,12.17,14.06,12.17,13.42,14.38,15.99,16.61,19.19,20.42,17.81,17.81,18.93,22.56,23.87,26.35,29.34,31.6,33.02,36.11,39.24,41.72,44.3,61.93,71.21,75.12,83.88,88.09,103.2,115.56,126.16,138.75,145.91,150.19,165.87,167.53,167.53,167.12,167.8,167.91,167.12,165.87,164.06,167.7,167.88,166.26,165.48,163.5,157.9,143.5,156.18,152.38,130.49,148.13,143.5,113.15,98.2,107.18,79.38,92.88,81.99,83.06,70.32,59.11,46.15,42.23,37.95,33.86,29.82,27.03,22.11,22.71,22.9,21.91,22.71,20.87,21.09,22.31,22.51,22.31,23.95,24.17,22.9,22.51,21.09,19.45,18.66,21.71,25.39,28.88,31.92,35.36,37.38,40.48,43.53,46.34,43.49,40.67,37.81,34.82,32.07,29.02,26.21,23.34,20.29,20.19,20.08,19.44,18.18,19.16,19.84,19.16,19.84,19.02,19.96,20.54,20.29,20.61,20.54,19.84,19.84,20.61,24.28,27.47,31.07,34.79,38.38,42.49,49.51,50.38,50.88,50.6,55.13,52.88,54.11,52.77,56.16,55.59,61.42,60.85,64.94,73.57,67.04,47.63,41.01,44.73,44.73,48.97,69.13,75.85,67,78.2,69.13,78.2,62.91,55.46,64.93,55.46,67,55.46,57.23,55.46,53.74,57.23,53.74,51.94,57.74,55.65,52.65,60.8,63.25,56.32,51.56,47.32,45.71,48.7,44.91,40.96,37.07,32.7,28.66,25.54,21.49,17.39,13.27,8.94,11.29,8.35,9.32,9.12,11.87,11.58,11.87,9.12,9.12,8.35,7.91,7.91,8.24,8.24,9.52,8.94,11.95,12.9,16.75,18.73,22.51,24.38,25.77,28.89,30.79,32.59,35.42,38.31,40.44,41.8,43.83,46.18,44.27,42.68,41.09,39.28,37.62,36.1,34.2,32.69,30.75,29.02,26.36,23.85,21.89,20.96,20.29,19.84,19.96,19.58,19.96,20.61,19.96,19.96,19.84,18.44,19.02,20.47,20.66,20.66,20.73,20.56,20.48,19.9,20.39,20.56,20.77,20.75,20.66,20.29,22.32,23.84,25.31,27.47,29.18,31,32.61,34.32,35.55,37.58,39.05,40.87,42.58,44.4,44.77,41.66,38.74,34.89,32.47,29.42,26.85,23.02,20.08,18.09,13.74,12.48,12.79,12.17,15.35,15.03,16.3,15.03,15.03,15.03,16.92,19.45,17.81,16.3,18.38,19.7
"17",11.87,11.87,10.74,11.29,13.1,12.48,14.38,12.48,13.74,14.71,16.3,16.92,19.45,20.65,18.1,18.1,19.19,22.77,24.1,26.55,29.51,31.75,33.18,36.23,39.33,41.79,44.34,62.21,71.59,75.81,84.71,89.19,104.21,116.46,127.01,139.17,146.73,151.56,166.57,167.8,167.8,167.53,167.91,167.88,167.53,166.57,165.03,167.36,167.7,165.48,164.56,162.3,156.18,141.04,154.33,150.31,127.7,145.86,141.04,110.17,95.23,104.18,76.91,90.64,80.13,81.58,69.2,58.4,46.18,42.28,38.04,33.97,29.96,27.2,22.31,22.9,23.1,22.11,22.9,21.09,21.3,22.51,22.71,22.51,24.17,24.41,23.1,22.71,21.3,19.7,18.93,21.95,25.59,29.05,32.06,35.46,37.48,40.55,43.57,46.35,43.5,40.67,37.82,34.86,32.1,29.08,26.27,23.4,20.38,20.29,20.19,19.58,18.31,19.3,19.96,19.3,19.96,19.16,20.08,20.61,20.38,20.66,20.61,19.96,19.96,20.66,24.33,27.56,31.15,34.86,38.44,42.52,49.69,50.67,51.28,51.08,55.84,53.61,54.97,53.67,57.26,56.76,62.85,62.35,66.65,75.57,68.98,49.03,42.19,46.08,46.08,50.5,71.32,78.2,69.13,80.59,71.32,80.59,64.93,57.23,67,57.23,69.13,57.23,59.06,57.23,55.46,59.06,55.46,53.47,59.36,57.08,53.86,62.16,64.54,57.31,52.27,47.74,45.94,48.96,44.94,41.01,37.14,32.76,28.73,25.69,21.65,17.57,13.46,9.12,11.58,8.47,9.52,9.32,12.17,11.87,12.17,9.32,9.32,8.47,7.91,7.91,8.24,8.24,9.74,9.12,12.16,13.02,16.96,18.92,22.74,24.58,25.93,29.07,30.95,32.72,35.55,38.42,40.53,41.88,43.89,46.2,44.29,42.71,41.11,39.32,37.66,36.12,34.25,32.71,30.8,29.08,26.47,23.97,22,21.09,20.38,19.96,20.08,19.71,20.08,20.66,20.08,20.08,19.96,18.58,19.16,20.54,20.71,20.71,20.68,20.48,20.39,19.75,20.28,20.48,20.78,20.77,20.71,20.38,22.37,23.91,25.4,27.51,29.22,31.01,32.64,34.35,35.61,37.62,39.1,40.91,42.62,44.42,44.78,41.71,38.84,35,32.62,29.6,27.06,23.26,20.35,18.38,14.06,12.79,13.1,12.48,15.67,15.35,16.61,15.35,15.35,15.35,17.22,19.7,18.1,16.61,18.66,19.95
"18",12.17,12.17,11.01,11.58,13.42,12.79,14.71,12.79,14.06,15.03,16.61,17.22,19.7,20.87,18.38,18.38,19.45,22.98,24.31,26.74,29.67,31.9,33.33,36.35,39.41,41.85,44.38,62.47,71.94,76.47,85.51,90.26,105.16,117.28,127.77,139.49,147.44,152.82,167.12,167.91,167.91,167.8,167.88,167.7,167.8,167.12,165.87,166.88,167.36,164.56,163.5,160.97,154.33,138.51,152.38,148.13,124.86,143.5,138.51,107.18,92.28,101.19,74.47,88.39,78.27,80.08,68.08,57.69,46.21,42.34,38.13,34.09,30.11,27.38,22.51,23.1,23.31,22.31,23.1,21.3,21.51,22.71,22.9,22.71,24.41,24.66,23.31,22.9,21.51,19.95,19.19,22.19,25.79,29.21,32.2,35.57,37.58,40.62,43.62,46.35,43.5,40.66,37.83,34.9,32.12,29.13,26.32,23.46,20.47,20.38,20.29,19.71,18.44,19.44,20.08,19.44,20.08,19.3,20.19,20.66,20.47,20.71,20.66,20.08,20.08,20.71,24.37,27.64,31.23,34.92,38.49,42.55,49.87,50.98,51.69,51.58,56.58,54.37,55.85,54.6,58.4,57.97,64.32,63.9,68.4,77.61,70.98,50.47,43.43,47.5,47.5,52.09,73.56,80.59,71.32,83.03,73.56,83.03,67,59.06,69.13,59.06,71.32,59.06,60.96,59.06,57.23,60.96,57.23,55.06,61.03,58.56,55.12,63.54,65.86,58.32,53.01,48.19,46.17,49.23,44.97,41.05,37.21,32.82,28.81,25.84,21.82,17.76,13.66,9.32,11.87,8.61,9.74,9.52,12.48,12.17,12.48,9.52,9.52,8.61,7.93,7.93,8.35,8.35,9.98,9.32,12.39,13.14,17.18,19.12,22.96,24.79,26.11,29.24,31.1,32.86,35.68,38.52,40.61,41.95,43.94,46.21,44.32,42.74,41.14,39.35,37.69,36.12,34.29,32.71,30.85,29.13,26.57,24.08,22.13,21.23,20.47,20.08,20.19,19.84,20.19,20.71,20.19,20.19,20.08,18.73,19.3,20.61,20.75,20.75,20.63,20.39,20.28,19.59,20.17,20.39,20.79,20.78,20.75,20.47,22.42,23.98,25.49,27.54,29.25,31.01,32.67,34.38,35.67,37.66,39.15,40.95,42.65,44.45,44.78,41.77,38.93,35.11,32.78,29.78,27.27,23.49,20.62,18.67,14.38,13.1,13.42,12.79,15.99,15.67,16.92,15.67,15.67,15.67,17.52,19.95,18.38,16.92,18.93,20.19
"19",12.48,12.48,11.29,11.87,13.74,13.1,15.03,13.1,14.38,15.35,16.92,17.52,19.95,21.09,18.66,18.66,19.7,23.19,24.52,26.93,29.83,32.04,33.47,36.46,39.49,41.91,44.42,62.72,72.27,77.12,86.28,91.3,106.06,118.02,128.43,139.69,148.02,153.96,167.53,167.88,167.88,167.91,167.7,167.36,167.91,167.53,166.57,166.26,166.88,163.5,162.3,159.5,152.38,135.9,150.31,145.86,121.98,141.04,135.9,104.18,89.35,98.2,72.07,86.15,76.42,78.59,66.96,56.99,46.24,42.39,38.21,34.2,30.25,27.56,22.71,23.31,23.51,22.51,23.31,21.51,21.71,22.9,23.1,22.9,24.66,24.91,23.51,23.1,21.71,20.19,19.45,22.42,25.98,29.37,32.33,35.67,37.68,40.69,43.67,46.35,43.51,40.65,37.83,34.92,32.14,29.18,26.37,23.52,20.54,20.47,20.38,19.84,18.58,19.58,20.19,19.58,20.19,19.44,20.29,20.71,20.54,20.75,20.71,20.19,20.19,20.75,24.4,27.72,31.3,34.98,38.54,42.57,50.06,51.3,52.12,52.09,57.33,55.14,56.76,55.56,59.56,59.21,65.83,65.49,70.2,79.69,73.02,51.98,44.73,48.97,48.97,53.74,75.85,83.03,73.56,85.52,75.85,85.52,69.13,60.96,71.32,60.96,73.56,60.96,62.91,60.96,59.06,62.91,59.06,56.7,62.75,60.09,56.42,64.97,67.21,59.37,53.78,48.65,46.43,49.5,45,41.11,37.29,32.89,28.9,26.01,22,17.95,13.87,9.52,12.17,8.77,9.98,9.74,12.79,12.48,12.79,9.74,9.74,8.77,7.96,7.96,8.47,8.47,10.22,9.52,12.63,13.28,17.4,19.32,23.19,25,26.28,29.42,31.26,33,35.81,38.63,40.7,42.03,44,46.23,44.35,42.77,41.16,39.39,37.73,36.12,34.32,32.72,30.89,29.18,26.68,24.2,22.25,21.35,20.54,20.19,20.29,19.96,20.29,20.75,20.29,20.29,20.19,18.87,19.44,20.66,20.77,20.77,20.56,20.28,20.17,19.42,20.04,20.28,20.78,20.79,20.77,20.54,22.45,24.04,25.56,27.57,29.28,31.01,32.69,34.4,35.73,37.69,39.19,40.99,42.68,44.47,44.79,41.83,39.03,35.22,32.93,29.97,27.48,23.73,20.88,18.96,14.71,13.42,13.74,13.1,16.3,15.99,17.22,15.99,15.99,15.99,17.81,20.19,18.66,17.22,19.19,20.42
"20",12.79,12.79,11.58,12.17,14.06,13.42,15.35,13.42,14.71,15.67,17.22,17.81,20.19,21.3,18.93,18.93,19.95,23.39,24.73,27.12,29.99,32.19,33.62,36.57,39.56,41.96,44.46,62.96,72.57,77.74,87.01,92.3,106.9,118.69,129,139.77,148.49,154.98,167.8,167.7,167.7,167.88,167.36,166.88,167.88,167.8,167.12,165.48,166.26,162.3,160.97,157.9,150.31,133.23,148.13,143.5,119.06,138.51,133.23,101.19,86.45,95.23,69.72,83.92,74.59,77.09,65.85,56.31,46.27,42.45,38.3,34.31,30.39,27.75,22.9,23.51,23.73,22.71,23.51,21.71,21.91,23.1,23.31,23.1,24.91,25.18,23.73,23.31,21.91,20.42,19.7,22.65,26.17,29.52,32.46,35.77,37.77,40.76,43.71,46.35,43.51,40.63,37.82,34.95,32.15,29.22,26.41,23.56,20.61,20.54,20.47,19.96,18.73,19.71,20.29,19.71,20.29,19.58,20.38,20.75,20.61,20.77,20.75,20.29,20.29,20.77,24.42,27.79,31.37,35.04,38.59,42.6,50.26,51.63,52.57,52.62,58.1,55.95,57.7,56.56,60.76,60.49,67.37,67.12,72.03,81.8,75.11,53.54,46.08,50.5,50.5,55.46,78.2,85.52,75.85,88.05,78.2,88.05,71.32,62.91,73.56,62.91,75.85,62.91,64.93,62.91,60.96,64.93,60.96,58.4,64.52,61.66,57.76,66.43,68.58,60.44,54.57,49.14,46.69,49.8,45.03,41.16,37.37,32.97,28.99,26.17,22.19,18.16,14.09,9.74,12.48,8.94,10.22,9.98,13.1,12.79,13.1,9.98,9.98,8.94,8,8,8.61,8.61,10.47,9.74,12.88,13.43,17.64,19.54,23.42,25.21,26.47,29.6,31.42,33.14,35.94,38.73,40.78,42.1,44.06,46.25,44.37,42.79,41.18,39.42,37.75,36.12,34.35,32.71,30.93,29.22,26.78,24.32,22.38,21.48,20.61,20.29,20.38,20.08,20.38,20.77,20.38,20.38,20.29,19.02,19.58,20.71,20.78,20.78,20.48,20.17,20.04,19.23,19.9,20.17,20.76,20.78,20.78,20.61,22.48,24.09,25.63,27.59,29.3,30.99,32.71,34.41,35.79,37.73,39.24,41.02,42.71,44.49,44.81,41.9,39.12,35.34,33.08,30.15,27.69,23.97,21.15,19.25,15.03,13.74,14.06,13.42,16.61,16.3,17.52,16.3,16.3,16.3,18.1,20.42,18.93,17.52,19.45,20.65
